Query_index,Query,FAQ_index,Raw_score,Average,Label (mean score > 3 as positive)
1201,Don't get on a crowded elevator.,6010,"[1, 1, 2]",1.333333333,negative
1201,Don't get on a crowded elevator.,6272,"[1, 1, 3]",1.666666667,negative
1201,Don't get on a crowded elevator.,6942,"[4, 4, 4]",4,positive
1202,Should I move my meal from the packages to the plate?,6465,"[2, 1, 2]",1.666666667,negative
1202,Should I move my meal from the packages to the plate?,780,"[1, 3, 1]",1.666666667,negative
1202,Should I move my meal from the packages to the plate?,1233,"[1, 1, 1]",1,negative
1202,Should I move my meal from the packages to the plate?,1136,"[3, 1, 1]",1.666666667,negative
1202,Should I move my meal from the packages to the plate?,5352,"[1, 3, 1]",1.666666667,negative
1202,Should I move my meal from the packages to the plate?,3670,"[4, 1, 1]",2,negative
1202,Should I move my meal from the packages to the plate?,3415,"[1, 1, 1]",1,negative
1202,Should I move my meal from the packages to the plate?,5712,"[3, 1, 1]",1.666666667,negative
1202,Should I move my meal from the packages to the plate?,7110,"[2, 1, 1]",1.333333333,negative
1202,Should I move my meal from the packages to the plate?,410,"[1, 1, 1]",1,negative
1202,Should I move my meal from the packages to the plate?,6516,"[2, 1, 1]",1.333333333,negative
1202,Should I move my meal from the packages to the plate?,3643,"[1, 2, 1]",1.333333333,negative
1202,Should I move my meal from the packages to the plate?,4812,"[1, 1, 1]",1,negative
1202,Should I move my meal from the packages to the plate?,5935,"[4, 4, 2]",3.333333333,positive
1202,Should I move my meal from the packages to the plate?,160,"[2, 4, 1]",2.333333333,negative
1202,Should I move my meal from the packages to the plate?,822,"[1, 1, 1]",1,negative
1202,Should I move my meal from the packages to the plate?,981,"[3, 4, 3]",3.333333333,positive
1202,Should I move my meal from the packages to the plate?,2188,"[3, 1, 2]",2,negative
1202,Should I move my meal from the packages to the plate?,4530,"[3, 3, 2]",2.666666667,negative
1202,Should I move my meal from the packages to the plate?,1932,"[1, 1, 1]",1,negative
1202,Should I move my meal from the packages to the plate?,4475,"[3, 2, 2]",2.333333333,negative
1202,Should I move my meal from the packages to the plate?,4936,"[1, 1, 2]",1.333333333,negative
1202,Should I move my meal from the packages to the plate?,6747,"[2, 1, 1]",1.333333333,negative
1202,Should I move my meal from the packages to the plate?,6477,"[1, 1, 2]",1.333333333,negative
1202,Should I move my meal from the packages to the plate?,6751,"[4, 2, 3]",3,negative
1202,Should I move my meal from the packages to the plate?,3645,"[1, 1, 1]",1,negative
1202,Should I move my meal from the packages to the plate?,3577,"[1, 1, 3]",1.666666667,negative
1202,Should I move my meal from the packages to the plate?,1798,"[2, 3, 1]",2,negative
1202,Should I move my meal from the packages to the plate?,2160,"[1, 1, 1]",1,negative
1202,Should I move my meal from the packages to the plate?,5710,"[2, 1, 2]",1.666666667,negative
1202,Should I move my meal from the packages to the plate?,1158,"[1, 1, 1]",1,negative
1202,Should I move my meal from the packages to the plate?,4762,"[1, 1, 2]",1.333333333,negative
1202,Should I move my meal from the packages to the plate?,3217,"[1, 3, 1]",1.666666667,negative
1203,Get your information from trustworthy sources.,5485,"[1, 1, 1]",1,negative
1203,Get your information from trustworthy sources.,5801,"[3, 4, 4]",3.666666667,positive
1203,Get your information from trustworthy sources.,5093,"[1, 3, 4]",2.666666667,negative
1203,Get your information from trustworthy sources.,6257,"[4, 3, 4]",3.666666667,positive
1203,Get your information from trustworthy sources.,5130,"[3, 4, 4]",3.666666667,positive
1203,Get your information from trustworthy sources.,5122,"[1, 3, 4]",2.666666667,negative
1203,Get your information from trustworthy sources.,5800,"[4, 3, 4]",3.666666667,positive
1203,Get your information from trustworthy sources.,6028,"[1, 3, 3]",2.333333333,negative
1203,Get your information from trustworthy sources.,4574,"[3, 3, 2]",2.666666667,negative
1203,Get your information from trustworthy sources.,5120,"[4, 4, 4]",4,positive
1203,Get your information from trustworthy sources.,5090,"[3, 3, 4]",3.333333333,positive
1203,Get your information from trustworthy sources.,6449,"[3, 3, 3]",3,negative
1203,Get your information from trustworthy sources.,5019,"[1, 2, 2]",1.666666667,negative
1203,Get your information from trustworthy sources.,1211,"[3, 2, 1]",2,negative
1203,Get your information from trustworthy sources.,5088,"[4, 3, 4]",3.666666667,positive
1203,Get your information from trustworthy sources.,4271,"[1, 1, 2]",1.333333333,negative
1203,Get your information from trustworthy sources.,6502,"[2, 4, 1]",2.333333333,negative
1203,Get your information from trustworthy sources.,3806,"[4, 4, 4]",4,positive
1203,Get your information from trustworthy sources.,6231,"[3, 4, 3]",3.333333333,positive
1203,Get your information from trustworthy sources.,6720,"[4, 4, 1]",3,negative
1203,Get your information from trustworthy sources.,6500,"[4, 3, 4]",3.666666667,positive
1203,Get your information from trustworthy sources.,5092,"[4, 2, 3]",3,negative
1203,Get your information from trustworthy sources.,5391,"[4, 4, 4]",4,positive
1203,Get your information from trustworthy sources.,6258,"[2, 3, 1]",2,negative
1203,Get your information from trustworthy sources.,5127,"[2, 4, 3]",3,negative
1203,Get your information from trustworthy sources.,6450,"[4, 4, 4]",4,positive
1203,Get your information from trustworthy sources.,5119,"[4, 4, 4]",4,positive
1204,Donate medical or cleaning supplies that haven't been used.,1379,"[3, 4, 3]",3.333333333,positive
1204,Donate medical or cleaning supplies that haven't been used.,6873,"[3, 4, 3]",3.333333333,positive
1204,Donate medical or cleaning supplies that haven't been used.,5983,"[1, 2, 2]",1.666666667,negative
1204,Donate medical or cleaning supplies that haven't been used.,6494,"[1, 2, 3]",2,negative
1204,Donate medical or cleaning supplies that haven't been used.,6933,"[4, 4, 3]",3.666666667,positive
1204,Donate medical or cleaning supplies that haven't been used.,395,"[3, 2, 1]",2,negative
1204,Donate medical or cleaning supplies that haven't been used.,5954,"[2, 4, 3]",3,negative
1204,Donate medical or cleaning supplies that haven't been used.,1432,"[4, 4, 4]",4,positive
1204,Donate medical or cleaning supplies that haven't been used.,6244,"[3, 1, 3]",2.333333333,negative
1204,Donate medical or cleaning supplies that haven't been used.,4965,"[3, 3, 2]",2.666666667,negative
1204,Donate medical or cleaning supplies that haven't been used.,3226,"[2, 2, 1]",1.666666667,negative
1204,Donate medical or cleaning supplies that haven't been used.,6239,"[3, 1, 3]",2.333333333,negative
1204,Donate medical or cleaning supplies that haven't been used.,6240,"[3, 3, 4]",3.333333333,positive
1204,Donate medical or cleaning supplies that haven't been used.,6871,"[1, 3, 4]",2.666666667,negative
1204,Donate medical or cleaning supplies that haven't been used.,148,"[1, 3, 1]",1.666666667,negative
1204,Donate medical or cleaning supplies that haven't been used.,5702,"[1, 1, 2]",1.333333333,negative
1204,Donate medical or cleaning supplies that haven't been used.,6201,"[2, 3, 4]",3,negative
1204,Donate medical or cleaning supplies that haven't been used.,6980,"[1, 1, 1]",1,negative
1204,Donate medical or cleaning supplies that haven't been used.,5202,"[3, 2, 3]",2.666666667,negative
1204,Donate medical or cleaning supplies that haven't been used.,5507,"[2, 1, 1]",1.333333333,negative
1204,Donate medical or cleaning supplies that haven't been used.,5685,"[1, 1, 1]",1,negative
1204,Donate medical or cleaning supplies that haven't been used.,6879,"[1, 2, 1]",1.333333333,negative
1204,Donate medical or cleaning supplies that haven't been used.,6499,"[3, 3, 4]",3.333333333,positive
1204,Donate medical or cleaning supplies that haven't been used.,2466,"[1, 1, 3]",1.666666667,negative
1204,Donate medical or cleaning supplies that haven't been used.,6881,"[1, 1, 3]",1.666666667,negative
1204,Donate medical or cleaning supplies that haven't been used.,6932,"[1, 1, 3]",1.666666667,negative
1204,Donate medical or cleaning supplies that haven't been used.,1051,"[1, 1, 1]",1,negative
1204,Donate medical or cleaning supplies that haven't been used.,6870,"[1, 3, 2]",2,negative
1204,Donate medical or cleaning supplies that haven't been used.,5948,"[1, 3, 2]",2,negative
1204,Donate medical or cleaning supplies that haven't been used.,5078,"[3, 1, 3]",2.333333333,negative
1204,Donate medical or cleaning supplies that haven't been used.,6874,"[1, 1, 1]",1,negative
1205,Order food from nearby stores,5932,"[4, 4, 3]",3.666666667,positive
1205,Order food from nearby stores,6743,"[3, 4, 4]",3.666666667,positive
1205,Order food from nearby stores,4763,"[1, 2, 3]",2,negative
1205,Order food from nearby stores,4776,"[2, 3, 4]",3,negative
1205,Order food from nearby stores,5931,"[4, 3, 3]",3.333333333,positive
1205,Order food from nearby stores,208,"[3, 1, 2]",2,negative
1205,Order food from nearby stores,6635,"[3, 2, 1]",2,negative
1205,Order food from nearby stores,3316,"[1, 2, 1]",1.333333333,negative
1205,Order food from nearby stores,1404,"[3, 2, 3]",2.666666667,negative
1205,Order food from nearby stores,6434,"[1, 1, 1]",1,negative
1205,Order food from nearby stores,6744,"[1, 4, 4]",3,negative
1205,Order food from nearby stores,6185,"[3, 1, 3]",2.333333333,negative
1205,Order food from nearby stores,1397,"[3, 2, 2]",2.333333333,negative
1205,Order food from nearby stores,6874,"[1, 2, 2]",1.666666667,negative
1205,Order food from nearby stores,6409,"[1, 3, 4]",2.666666667,negative
1205,Order food from nearby stores,5957,"[3, 4, 4]",3.666666667,positive
1205,Order food from nearby stores,6285,"[4, 3, 3]",3.333333333,positive
1205,Order food from nearby stores,6679,"[3, 2, 2]",2.333333333,negative
1205,Order food from nearby stores,4972,"[2, 1, 2]",1.666666667,negative
1205,Order food from nearby stores,1402,"[1, 2, 3]",2,negative
1205,Order food from nearby stores,6275,"[3, 1, 2]",2,negative
1205,Order food from nearby stores,6979,"[2, 3, 1]",2,negative
1205,Order food from nearby stores,4890,"[1, 1, 3]",1.666666667,negative
1205,Order food from nearby stores,3648,"[1, 1, 3]",1.666666667,negative
1205,Order food from nearby stores,5984,"[2, 2, 3]",2.333333333,negative
1205,Order food from nearby stores,6802,"[1, 1, 2]",1.333333333,negative
1205,Order food from nearby stores,2188,"[4, 3, 3]",3.333333333,positive
1205,Order food from nearby stores,2774,"[2, 3, 3]",2.666666667,negative
1205,Order food from nearby stores,2172,"[2, 3, 1]",2,negative
1205,Order food from nearby stores,5928,"[3, 4, 3]",3.333333333,positive
1205,Order food from nearby stores,4532,"[3, 3, 3]",3,negative
1206,Understand the other possible causes.,5034,"[1, 3, 3]",2.333333333,negative
1206,Understand the other possible causes.,5254,"[3, 3, 2]",2.666666667,negative
1206,Understand the other possible causes.,465,"[3, 1, 4]",2.666666667,negative
1206,Understand the other possible causes.,3017,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,6088,"[1, 2, 3]",2,negative
1206,Understand the other possible causes.,2225,"[2, 1, 2]",1.666666667,negative
1206,Understand the other possible causes.,428,"[1, 1, 2]",1.333333333,negative
1206,Understand the other possible causes.,5078,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,1266,"[2, 3, 3]",2.666666667,negative
1206,Understand the other possible causes.,4263,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,7079,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,4007,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,5105,"[2, 2, 1]",1.666666667,negative
1206,Understand the other possible causes.,846,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,2172,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,6275,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,1779,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,5755,"[4, 1, 3]",2.666666667,negative
1206,Understand the other possible causes.,478,"[2, 3, 1]",2,negative
1206,Understand the other possible causes.,6456,"[1, 4, 2]",2.333333333,negative
1206,Understand the other possible causes.,4992,"[1, 1, 3]",1.666666667,negative
1206,Understand the other possible causes.,2166,"[2, 1, 1]",1.333333333,negative
1206,Understand the other possible causes.,6099,"[3, 1, 1]",1.666666667,negative
1206,Understand the other possible causes.,1756,"[3, 1, 1]",1.666666667,negative
1206,Understand the other possible causes.,4318,"[3, 3, 1]",2.333333333,negative
1206,Understand the other possible causes.,6442,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,2213,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,6923,"[2, 3, 1]",2,negative
1206,Understand the other possible causes.,2149,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,4988,"[2, 1, 3]",2,negative
1206,Understand the other possible causes.,6989,"[1, 4, 4]",3,negative
1206,Understand the other possible causes.,829,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,7084,"[2, 1, 3]",2,negative
1206,Understand the other possible causes.,1979,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,6999,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,5797,"[3, 2, 1]",2,negative
1206,Understand the other possible causes.,2194,"[1, 1, 1]",1,negative
1206,Understand the other possible causes.,5237,"[4, 4, 1]",3,negative
1206,Understand the other possible causes.,4026,"[4, 1, 4]",3,negative
1207,What are Alabama's hospitalization numbers?,1440,"[1, 2, 2]",1.666666667,negative
1207,What are Alabama's hospitalization numbers?,3438,"[2, 1, 2]",1.666666667,negative
1207,What are Alabama's hospitalization numbers?,178,"[4, 1, 4]",3,negative
1207,What are Alabama's hospitalization numbers?,1395,"[1, 1, 1]",1,negative
1207,What are Alabama's hospitalization numbers?,182,"[2, 4, 1]",2.333333333,negative
1207,What are Alabama's hospitalization numbers?,167,"[2, 3, 1]",2,negative
1207,What are Alabama's hospitalization numbers?,176,"[4, 2, 4]",3.333333333,positive
1207,What are Alabama's hospitalization numbers?,1195,"[1, 1, 1]",1,negative
1207,What are Alabama's hospitalization numbers?,184,"[1, 1, 2]",1.333333333,negative
1207,What are Alabama's hospitalization numbers?,7050,"[1, 1, 1]",1,negative
1207,What are Alabama's hospitalization numbers?,932,"[3, 2, 1]",2,negative
1207,What are Alabama's hospitalization numbers?,1045,"[3, 1, 2]",2,negative
1207,What are Alabama's hospitalization numbers?,4282,"[1, 1, 1]",1,negative
1207,What are Alabama's hospitalization numbers?,3473,"[1, 1, 1]",1,negative
1207,What are Alabama's hospitalization numbers?,4141,"[2, 2, 2]",2,negative
1207,What are Alabama's hospitalization numbers?,171,"[2, 1, 1]",1.333333333,negative
1207,What are Alabama's hospitalization numbers?,1189,"[2, 2, 1]",1.666666667,negative
1207,What are Alabama's hospitalization numbers?,3832,"[4, 1, 1]",2,negative
1207,What are Alabama's hospitalization numbers?,1017,"[3, 2, 1]",2,negative
1207,What are Alabama's hospitalization numbers?,2735,"[1, 1, 1]",1,negative
1207,What are Alabama's hospitalization numbers?,1827,"[2, 3, 1]",2,negative
1207,What are Alabama's hospitalization numbers?,419,"[2, 2, 3]",2.333333333,negative
1207,What are Alabama's hospitalization numbers?,2538,"[1, 1, 1]",1,negative
1207,What are Alabama's hospitalization numbers?,2223,"[1, 1, 1]",1,negative
1207,What are Alabama's hospitalization numbers?,1938,"[1, 1, 2]",1.333333333,negative
1207,What are Alabama's hospitalization numbers?,933,"[1, 3, 3]",2.333333333,negative
1207,What are Alabama's hospitalization numbers?,3433,"[1, 1, 1]",1,negative
1208,How will the CDPH guidance be enforced?,64,"[1, 1, 1]",1,negative
1208,How will the CDPH guidance be enforced?,1608,"[3, 4, 4]",3.666666667,positive
1208,How will the CDPH guidance be enforced?,3204,"[1, 4, 4]",3,negative
1208,How will the CDPH guidance be enforced?,4329,"[1, 1, 4]",2,negative
1208,How will the CDPH guidance be enforced?,72,"[3, 1, 1]",1.666666667,negative
1208,How will the CDPH guidance be enforced?,235,"[4, 3, 2]",3,negative
1208,How will the CDPH guidance be enforced?,237,"[1, 4, 2]",2.333333333,negative
1208,How will the CDPH guidance be enforced?,7037,"[1, 1, 3]",1.666666667,negative
1208,How will the CDPH guidance be enforced?,225,"[4, 4, 2]",3.333333333,positive
1208,How will the CDPH guidance be enforced?,226,"[4, 2, 3]",3,negative
1208,How will the CDPH guidance be enforced?,3942,"[3, 1, 2]",2,negative
1208,How will the CDPH guidance be enforced?,4284,"[1, 3, 2]",2,negative
1208,How will the CDPH guidance be enforced?,227,"[2, 3, 3]",2.666666667,negative
1208,How will the CDPH guidance be enforced?,2398,"[3, 3, 4]",3.333333333,positive
1208,How will the CDPH guidance be enforced?,4321,"[2, 1, 1]",1.333333333,negative
1208,How will the CDPH guidance be enforced?,918,"[1, 4, 4]",3,negative
1208,How will the CDPH guidance be enforced?,2859,"[1, 1, 2]",1.333333333,negative
1208,How will the CDPH guidance be enforced?,59,"[1, 3, 1]",1.666666667,negative
1208,How will the CDPH guidance be enforced?,2860,"[1, 3, 4]",2.666666667,negative
1208,How will the CDPH guidance be enforced?,3206,"[1, 4, 4]",3,negative
1208,How will the CDPH guidance be enforced?,238,"[1, 2, 2]",1.666666667,negative
1208,How will the CDPH guidance be enforced?,246,"[3, 3, 2]",2.666666667,negative
1208,How will the CDPH guidance be enforced?,4079,"[3, 2, 3]",2.666666667,negative
1208,How will the CDPH guidance be enforced?,6910,"[2, 1, 1]",1.333333333,negative
1208,How will the CDPH guidance be enforced?,2718,"[4, 4, 3]",3.666666667,positive
1208,How will the CDPH guidance be enforced?,71,"[1, 3, 2]",2,negative
1208,How will the CDPH guidance be enforced?,3846,"[2, 1, 3]",2,negative
1208,How will the CDPH guidance be enforced?,35,"[2, 2, 1]",1.666666667,negative
1208,How will the CDPH guidance be enforced?,6755,"[1, 1, 1]",1,negative
1209,If I feel well is it ok to ride the bus?,5332,"[1, 1, 1]",1,negative
1209,If I feel well is it ok to ride the bus?,3249,"[1, 1, 1]",1,negative
1209,If I feel well is it ok to ride the bus?,4791,"[4, 1, 1]",2,negative
1209,If I feel well is it ok to ride the bus?,3999,"[1, 3, 1]",1.666666667,negative
1209,If I feel well is it ok to ride the bus?,1129,"[1, 2, 1]",1.333333333,negative
1209,If I feel well is it ok to ride the bus?,1061,"[1, 3, 1]",1.666666667,negative
1209,If I feel well is it ok to ride the bus?,1662,"[1, 1, 2]",1.333333333,negative
1209,If I feel well is it ok to ride the bus?,3106,"[1, 1, 1]",1,negative
1209,If I feel well is it ok to ride the bus?,1589,"[2, 3, 2]",2.333333333,negative
1209,If I feel well is it ok to ride the bus?,1144,"[3, 1, 1]",1.666666667,negative
1209,If I feel well is it ok to ride the bus?,5137,"[1, 3, 2]",2,negative
1209,If I feel well is it ok to ride the bus?,4497,"[2, 3, 3]",2.666666667,negative
1209,If I feel well is it ok to ride the bus?,2180,"[1, 1, 2]",1.333333333,negative
1209,If I feel well is it ok to ride the bus?,561,"[2, 1, 2]",1.666666667,negative
1209,If I feel well is it ok to ride the bus?,5397,"[2, 2, 1]",1.666666667,negative
1209,If I feel well is it ok to ride the bus?,558,"[3, 3, 2]",2.666666667,negative
1209,If I feel well is it ok to ride the bus?,2564,"[2, 2, 1]",1.666666667,negative
1209,If I feel well is it ok to ride the bus?,1577,"[3, 4, 3]",3.333333333,positive
1209,If I feel well is it ok to ride the bus?,1586,"[1, 4, 1]",2,negative
1209,If I feel well is it ok to ride the bus?,1695,"[1, 1, 1]",1,negative
1209,If I feel well is it ok to ride the bus?,5647,"[4, 1, 1]",2,negative
1209,If I feel well is it ok to ride the bus?,3864,"[1, 4, 2]",2.333333333,negative
1209,If I feel well is it ok to ride the bus?,5615,"[1, 1, 1]",1,negative
1209,If I feel well is it ok to ride the bus?,270,"[2, 3, 4]",3,negative
1209,If I feel well is it ok to ride the bus?,2241,"[1, 1, 2]",1.333333333,negative
1209,If I feel well is it ok to ride the bus?,2430,"[2, 3, 4]",3,negative
1209,If I feel well is it ok to ride the bus?,4915,"[1, 1, 1]",1,negative
1209,If I feel well is it ok to ride the bus?,5969,"[2, 2, 2]",2,negative
1209,If I feel well is it ok to ride the bus?,6782,"[2, 3, 2]",2.333333333,negative
1209,If I feel well is it ok to ride the bus?,1137,"[4, 3, 3]",3.333333333,positive
1209,If I feel well is it ok to ride the bus?,1611,"[3, 4, 4]",3.666666667,positive
1209,If I feel well is it ok to ride the bus?,5329,"[1, 1, 1]",1,negative
1209,If I feel well is it ok to ride the bus?,4657,"[4, 2, 1]",2.333333333,negative
1209,If I feel well is it ok to ride the bus?,828,"[2, 1, 2]",1.666666667,negative
1209,If I feel well is it ok to ride the bus?,2511,"[3, 1, 1]",1.666666667,negative
1209,If I feel well is it ok to ride the bus?,3558,"[3, 1, 1]",1.666666667,negative
1209,If I feel well is it ok to ride the bus?,1578,"[1, 3, 3]",2.333333333,negative
1210,Is it safe to go to work?,4697,"[3, 3, 3]",3,negative
1210,Is it safe to go to work?,3999,"[2, 1, 1]",1.333333333,negative
1210,Is it safe to go to work?,305,"[1, 2, 3]",2,negative
1210,Is it safe to go to work?,1609,"[4, 3, 2]",3,negative
1210,Is it safe to go to work?,6847,"[3, 2, 1]",2,negative
1210,Is it safe to go to work?,1057,"[3, 1, 3]",2.333333333,negative
1210,Is it safe to go to work?,4696,"[4, 2, 3]",3,negative
1210,Is it safe to go to work?,1254,"[1, 3, 2]",2,negative
1210,Is it safe to go to work?,187,"[1, 1, 2]",1.333333333,negative
1210,Is it safe to go to work?,3250,"[2, 1, 2]",1.666666667,negative
1210,Is it safe to go to work?,3288,"[3, 2, 2]",2.333333333,negative
1210,Is it safe to go to work?,3170,"[3, 3, 2]",2.666666667,negative
1210,Is it safe to go to work?,4532,"[2, 1, 3]",2,negative
1210,Is it safe to go to work?,6581,"[3, 2, 2]",2.333333333,negative
1210,Is it safe to go to work?,776,"[3, 2, 3]",2.666666667,negative
1210,Is it safe to go to work?,3249,"[2, 1, 1]",1.333333333,negative
1210,Is it safe to go to work?,4533,"[3, 1, 1]",1.666666667,negative
1210,Is it safe to go to work?,1605,"[3, 2, 3]",2.666666667,negative
1210,Is it safe to go to work?,1061,"[3, 1, 3]",2.333333333,negative
1210,Is it safe to go to work?,2011,"[1, 1, 1]",1,negative
1210,Is it safe to go to work?,2564,"[2, 2, 2]",2,negative
1210,Is it safe to go to work?,1606,"[4, 3, 2]",3,negative
1210,Is it safe to go to work?,2227,"[3, 3, 3]",3,negative
1210,Is it safe to go to work?,3510,"[1, 1, 3]",1.666666667,negative
1210,Is it safe to go to work?,5481,"[1, 3, 3]",2.333333333,negative
1210,Is it safe to go to work?,525,"[2, 3, 3]",2.666666667,negative
1210,Is it safe to go to work?,503,"[3, 3, 3]",3,negative
1210,Is it safe to go to work?,2705,"[3, 3, 1]",2.333333333,negative
1210,Is it safe to go to work?,1140,"[3, 3, 4]",3.333333333,positive
1210,Is it safe to go to work?,1536,"[2, 3, 1]",2,negative
1210,Is it safe to go to work?,2118,"[4, 4, 2]",3.333333333,positive
1210,Is it safe to go to work?,2452,"[3, 2, 2]",2.333333333,negative
1210,Is it safe to go to work?,3248,"[1, 2, 1]",1.333333333,negative
1210,Is it safe to go to work?,518,"[4, 4, 4]",4,positive
1210,Is it safe to go to work?,6927,"[2, 1, 3]",2,negative
1210,Is it safe to go to work?,1525,"[2, 1, 2]",1.666666667,negative
1210,Is it safe to go to work?,375,"[3, 2, 3]",2.666666667,negative
1211,Describe a respirator.,648,"[3, 3, 2]",2.666666667,negative
1211,Describe a respirator.,4175,"[3, 2, 2]",2.333333333,negative
1211,Describe a respirator.,1426,"[3, 3, 4]",3.333333333,positive
1211,Describe a respirator.,6318,"[1, 2, 2]",1.666666667,negative
1211,Describe a respirator.,3757,"[1, 3, 2]",2,negative
1211,Describe a respirator.,5362,"[1, 3, 3]",2.333333333,negative
1211,Describe a respirator.,651,"[3, 3, 4]",3.333333333,positive
1211,Describe a respirator.,4176,"[3, 2, 2]",2.333333333,negative
1211,Describe a respirator.,5003,"[3, 4, 2]",3,negative
1211,Describe a respirator.,3926,"[1, 1, 3]",1.666666667,negative
1211,Describe a respirator.,649,"[4, 4, 4]",4,positive
1211,Describe a respirator.,615,"[2, 3, 3]",2.666666667,negative
1211,Describe a respirator.,5069,"[1, 3, 3]",2.333333333,negative
1211,Describe a respirator.,656,"[2, 3, 2]",2.333333333,negative
1211,Describe a respirator.,658,"[2, 3, 3]",2.666666667,negative
1211,Describe a respirator.,806,"[2, 1, 1]",1.333333333,negative
1211,Describe a respirator.,654,"[3, 3, 4]",3.333333333,positive
1211,Describe a respirator.,1204,"[1, 1, 3]",1.666666667,negative
1211,Describe a respirator.,655,"[2, 3, 2]",2.333333333,negative
1211,Describe a respirator.,4178,"[2, 2, 2]",2,negative
1211,Describe a respirator.,659,"[3, 3, 2]",2.666666667,negative
1211,Describe a respirator.,5068,"[2, 2, 1]",1.666666667,negative
1211,Describe a respirator.,5067,"[2, 4, 2]",2.666666667,negative
1211,Describe a respirator.,3505,"[1, 1, 1]",1,negative
1211,Describe a respirator.,4976,"[1, 1, 2]",1.333333333,negative
1211,Describe a respirator.,6816,"[1, 3, 2]",2,negative
1211,Describe a respirator.,2644,"[1, 1, 2]",1.333333333,negative
1211,Describe a respirator.,3754,"[2, 2, 1]",1.666666667,negative
1212,What precautions should law enforcement take while investigating a death?,694,"[3, 4, 3]",3.333333333,positive
1212,What precautions should law enforcement take while investigating a death?,4494,"[1, 2, 2]",1.666666667,negative
1212,What precautions should law enforcement take while investigating a death?,665,"[3, 3, 4]",3.333333333,positive
1212,What precautions should law enforcement take while investigating a death?,1191,"[2, 4, 1]",2.333333333,negative
1212,What precautions should law enforcement take while investigating a death?,692,"[4, 4, 4]",4,positive
1212,What precautions should law enforcement take while investigating a death?,177,"[2, 3, 4]",3,negative
1212,What precautions should law enforcement take while investigating a death?,2719,"[2, 1, 4]",2.333333333,negative
1212,What precautions should law enforcement take while investigating a death?,3954,"[3, 2, 3]",2.666666667,negative
1212,What precautions should law enforcement take while investigating a death?,1192,"[4, 3, 2]",3,negative
1212,What precautions should law enforcement take while investigating a death?,662,"[4, 1, 3]",2.666666667,negative
1212,What precautions should law enforcement take while investigating a death?,2697,"[2, 2, 1]",1.666666667,negative
1212,What precautions should law enforcement take while investigating a death?,2798,"[1, 1, 1]",1,negative
1212,What precautions should law enforcement take while investigating a death?,2324,"[2, 2, 2]",2,negative
1212,What precautions should law enforcement take while investigating a death?,1752,"[3, 2, 1]",2,negative
1212,What precautions should law enforcement take while investigating a death?,666,"[1, 4, 1]",2,negative
1212,What precautions should law enforcement take while investigating a death?,661,"[3, 1, 1]",1.666666667,negative
1212,What precautions should law enforcement take while investigating a death?,180,"[3, 3, 3]",3,negative
1212,What precautions should law enforcement take while investigating a death?,4741,"[2, 3, 1]",2,negative
1212,What precautions should law enforcement take while investigating a death?,4329,"[2, 3, 2]",2.333333333,negative
1212,What precautions should law enforcement take while investigating a death?,663,"[3, 1, 4]",2.666666667,negative
1212,What precautions should law enforcement take while investigating a death?,2718,"[2, 3, 3]",2.666666667,negative
1212,What precautions should law enforcement take while investigating a death?,2300,"[1, 1, 2]",1.333333333,negative
1212,What precautions should law enforcement take while investigating a death?,1190,"[2, 1, 3]",2,negative
1212,What precautions should law enforcement take while investigating a death?,763,"[1, 1, 1]",1,negative
1212,What precautions should law enforcement take while investigating a death?,688,"[3, 2, 3]",2.666666667,negative
1212,What precautions should law enforcement take while investigating a death?,4122,"[1, 3, 2]",2,negative
1212,What precautions should law enforcement take while investigating a death?,664,"[3, 3, 3]",3,negative
1212,What precautions should law enforcement take while investigating a death?,4256,"[1, 1, 1]",1,negative
1212,What precautions should law enforcement take while investigating a death?,5688,"[1, 1, 3]",1.666666667,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,4204,"[1, 1, 2]",1.333333333,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,5888,"[1, 1, 3]",1.666666667,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,573,"[2, 2, 1]",1.666666667,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,3360,"[1, 3, 3]",2.333333333,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,234,"[1, 1, 1]",1,negative
